,index,designation,distance,magnitude,absoluteMagnitude,scaledMagnitude,spectralType,spectralColor,colorIndex,xCoord,yCoord,zCoord,constellation,luminosity
94965,94965,3    Vul,120.4819,5.22,-0.185,0.19987,B,9214460,-0.11900000000000001,38.212489,-101.06231700000001,53.311124,Vul,103.2761405761398
94966,94966,Eta Tel,48.216,5.03,1.614,0.18188,A,13291261,0.02,9.921558000000001,-26.238139,-39.21628,Tel,19.696996148999236
94986,94986,7353.0,133.3333,6.31,0.685,0.19116999999999998,K,16623706,1.455,46.885324,-123.630949,-17.174175,Aql,46.34469197362877
94992,94992,7357.0,84.9618,6.65,2.004,0.17798,F,16773591,0.297,29.132157,-76.75449,21.876624,Aql,13.753080974214518
94999,94999,Bet2Sgr,41.1353,4.27,1.199,0.18603,F,16773591,0.35,10.367344000000001,-27.285432,-28.985346000000003,Sgr,28.86689017948273
95024,95024,Gl 758,15.7604,6.37,5.382000000000001,0.1442,G,16702104,0.804,4.7015519999999995,-12.31749,8.63477,Lyr,0.6126324544438647
95052,95052,Alp Sgr,55.7414,3.96,0.22899999999999998,0.19573000000000002,B,9214460,-0.105,15.143928,-39.50987,-36.286833,Sgr,70.53424142580965
95057,95057,7382.0,135.1351,5.85,0.196,0.19605999999999998,G,16702104,0.924,35.170164,-91.69112700000001,92.829362,Lyr,72.71098031596613
95073,95073,7320.0,210.5263,6.33,-0.287,0.20088999999999999,K,16623706,1.238,27.83773,-72.433463,-195.703096,Pav,113.44882442111644
95075,95075,7376.0,121.6545,6.44,1.014,0.18788,K,16623706,1.074,35.107611999999996,-91.33823100000001,72.280901,Lyr,34.22945623160411
95101,95101,7350.0,206.1856,6.13,-0.441,0.20242999999999997,M,16541255,1.6030000000000002,53.617764,-139.02966,-142.50729099999998,Sgr,130.7374470163133
95103,95103,2    Sge,112.1076,6.27,1.022,0.1878,A,13291261,0.075,38.593728000000006,-100.059729,32.66057,Sge,33.97817118270832
95105,95105,7374.0,183.1502,6.53,0.21600000000000003,0.19585999999999998,B,9214460,-0.08,58.152367000000005,-150.753058,86.230783,Cyg,71.38385536016628
95122,95122,Gl 757,29.3169,10.91,8.574,0.11227999999999999,K,16623706,1.391,9.800054,-25.341269,-11.011797,Sgr,0.032389183499687724
95152,95152,31    Aql,15.1768,5.17,4.263999999999999,0.15538000000000002,G,16702104,0.7609999999999999,5.379424,-13.838527,3.140845,Aql,1.715536647728346
95158,95158,7366.0,108.1081,6.5,1.331,0.18471,A,13291261,0.34,39.051252000000005,-100.387004,-9.205159,Aql,25.562304271125456
95161,95161,7360.0,91.3242,5.91,1.107,0.18695,K,16623706,1.278,28.884178000000002,-74.210955,-44.705578,Sgr,31.419552846410713
95172,95172,Gl 756.1,26.7594,8.4,6.263,0.13539,K,16623706,1.006,3.8791349999999998,-9.954675,-24.534474,Pav,0.2721447746454365
95182,95182,47Chi1Sgr,77.2201,5.02,0.581,0.19221,A,13291261,0.235,25.544198,-65.454303,-32.033014,Sgr,51.00350239594469
95190,95190,7367.0,154.7988,5.72,-0.22899999999999998,0.20031,K,16623706,1.3719999999999999,54.682449,-139.964622,-37.179412,Sgr,107.5474208972789
95192,95192,7384.0,147.0588,6.31,0.473,0.19329000000000002,A,13291261,-0.013999999999999999,50.207518,-128.488631,50.951775,Vul,56.33781508509383
95197,95197,7386.0,27.3898,6.19,4.002,0.158,F,16773591,0.528,9.046729,-23.135242,11.53761,Vul,2.1837353276021747
95202,95202,4    Vul,83.2639,5.14,0.5379999999999999,0.19264,K,16623706,0.9990000000000001,28.54601,-72.956325,28.202402000000003,Vul,53.06400191947747
95206,95206,49Chi3Sgr,153.1394,5.45,-0.475,0.20277,K,16623706,1.442,51.00111,-130.31633200000002,-62.195868000000004,Sgr,134.89628825916532
95207,95207,30Del Aql,15.5255,3.36,2.405,0.17397,F,16773591,0.319,5.650026,-14.436012,0.843584,Aql,9.506047936562812
95260,95260,4    Cyg,216.9197,5.17,-1.511,0.21313,B,9214460,-0.12,64.165533,-162.577173,128.473803,Cyg,350.26762691381293
95261,95261,7378.0,214.1328,5.71,-0.943,0.20745,B,9214460,0.006999999999999999,75.941331,-192.33523799999998,-55.613843,Sgr,207.5869270495196
95264,95264,5    Vul,72.8863,5.6,1.287,0.18515,A,13291261,-0.006,25.147582,-63.660953000000006,25.045310999999998,Vul,26.61950651151837
95268,95268,50    Sgr,132.2751,5.57,-0.037000000000000005,0.19838999999999998,K,16623706,1.228,45.17848,-114.225352,-49.072687,Sgr,90.11560443397042
95276,95276,7389.0,55.991,5.76,2.019,0.17783,F,16773591,0.456,20.081846,-50.719502,12.617828,Aql,13.56438162909268
95278,95278,7379.0,116.2791,6.7,1.3719999999999999,0.1843,A,13291261,0.054000000000000006,41.43643,-104.643754,-29.214521,Sgr,24.615009062337666
95279,95279,GJ 1237,25.0125,8.01,6.019,0.13783,K,16623706,0.929,5.986211,-15.113073000000002,19.009370999999998,Cyg,0.34072186165935714
95280,95280,7413.0,210.084,6.38,-0.23199999999999998,0.20034,K,16623706,1.413,35.658136999999996,-90.014418,186.443124,Dra,107.84499632938316
95286,95286,7391.0,187.9699,5.84,-0.53,0.20332,M,16541255,1.558,65.12389499999999,-164.320527,63.954764000000004,Vul,141.90575216890923
95323,95323,7380.0,69.9301,5.66,1.4369999999999998,0.18365,B,9214460,-0.013999999999999999,22.484833,-56.400601,-34.693295,Sgr,23.18462095413129
95360,95360,7Iot1Cyg,107.5269,5.73,0.5720000000000001,0.1923,A,13291261,-0.002,24.470181,-61.000174,85.101275,Cyg,51.42804319487918
95393,95393,7370.0,164.7446,5.7,-0.384,0.20186,K,16623706,1.406,35.913790999999996,-89.111386,-133.82873,Tel,124.05092300422251
95473,95473,6Alp Vul,91.1577,4.44,-0.359,0.20161,M,16541255,1.5019999999999998,31.268751,-76.71214300000001,38.040745,Vul,121.22717925364971
95487,95487,8    Vul,157.7287,5.82,-0.17,0.19972,K,16623706,1.023,54.20134300000001,-132.56596499999998,66.081358,Vul,101.85913880541169
95495,95495,35    Aql,61.1995,5.79,1.8559999999999999,0.17946,A,13291261,0.08800000000000001,23.163789,-56.608235,2.082938,Aql,15.761589049638374
95513,95513,7404.0,196.8504,6.25,-0.221,0.20023,K,16623706,1.317,74.775015,-182.092973,0.845448,Aql,106.7578945099494
95522,95522,Gl 761.1,35.4988,6.95,4.199,0.15603,G,16702104,0.718,11.491078,-27.963423,18.605391,Cyg,1.8213776371047792
95523,95523,7407.0,91.7431,5.57,0.757,0.19045,K,16623706,1.05,33.749488,-82.116976,23.119365,Aql,43.371056350044135
95524,95524,7392.0,62.383,5.7,1.725,0.18077,A,13291261,0.214,17.222376,-41.889669,-42.898129,Sgr,17.78279410038923
95554,95554,10Iot2Cyg,37.2024,3.76,0.907,0.18895,A,13291261,0.14800000000000002,8.790467,-21.299308,29.207403999999997,Cyg,37.77461093882191
95566,95566,Wo 9657A,71.736,5.46,1.181,0.18621,K,16623706,1.12,24.429542,-59.07304499999999,-32.551286,Sgr,29.34945222269793
95567,95567,7388.0,95.9693,6.14,1.229,0.18573,K,16623706,0.9740000000000001,20.805432,-50.3052,-79.035315,Tel,28.080187281166356
95606,95606,7399.0,47.9386,6.6,3.197,0.16605,F,16773591,0.39399999999999996,15.58286,-37.505321,-25.468443,Sgr,4.583529174381887
95633,95633,Mu  Tel,34.3761,6.29,3.609,0.16193,F,16773591,0.45,7.570499000000001,-18.147470000000002,-28.197139,Tel,3.1361729165129866
95638,95638,36    Aql,162.0746,5.03,-1.0190000000000001,0.20820999999999998,M,16541255,1.77,62.382788,-149.379866,-7.885903999999999,Aql,222.63836295529075
95648,95648,Albireo,133.1558,3.05,-2.572,0.22374,K,16623706,1.088,45.350466,-108.51838000000001,62.430012,Cyg,930.6791831626532
95652,95652,6Bet2Cyg,122.549,5.12,-0.322,0.20123999999999997,B,9214460,-0.095,41.751189000000004,-99.862557,57.467608,Cyg,117.16556739113024
95654,95654,7419.0,193.0502,6.26,-0.168,0.1997,B,9214460,-0.015,60.083851,-143.66937099999998,114.094086,Cyg,101.67168004663759
95663,95663,Wo 9659,31.3185,7.27,4.791,0.15011,G,16702104,0.64,12.018013,-28.702315999999996,-3.5532470000000003,Aql,1.0558445924300794
95679,95679,7450.0,186.9159,6.06,-0.298,0.20099999999999998,K,16623706,1.416,23.546631,-56.149239,176.720765,Dra,114.6040591136603
95696,95696,Gl 762.1,16.9607,6.6,5.452999999999999,0.14349,K,16623706,0.8590000000000001,3.4233580000000003,-8.150527,14.474748000000002,Dra,0.5738521326746187
95714,95714,7427.0,141.6431,5.55,-0.20600000000000002,0.20007999999999998,K,16623706,1.274,35.100763,-83.376954,108.99066499999999,Cyg,105.29312128434387
95716,95716,7421.0,60.5327,5.89,1.98,0.17822,K,16623706,0.915,21.006252,-49.874185,27.120283,Vul,14.060475241299136
95784,95784,GJ 1240,17.6274,7.53,6.2989999999999995,0.13502999999999998,K,16623706,0.922,6.762238000000001,-15.909264000000002,-3.4463769999999996,Aql,0.26326916742184897
95799,95799,61Sig Dra,5.7547,4.67,5.87,0.13932,K,16623706,0.7859999999999999,0.784452,-1.840016,5.396152,Dra,0.3908408957924018
95811,95811,GJ 1239,21.0084,8.69,7.077999999999999,0.12724000000000002,K,16623706,1.088,6.721452,-15.738338,-12.185224,Sgr,0.1284694899831192
95819,95819,Gl 761.2,22.4618,10.42,8.663,0.11138999999999999,M,16541255,1.406,8.832887,-20.650473,0.22639600000000001,Aql,0.02984008115930217
95839,95839,7411.0,115.7407,5.76,0.44299999999999995,0.19358999999999998,A,13291261,0.3,27.348728,-63.734826,-92.659903,Tel,57.916192108311975
95876,95876,7416.0,121.6545,5.59,0.16399999999999998,0.19637999999999997,A,13291261,-0.02,33.919123,-78.607889,-86.4297,Tel,74.88589075216439
95893,95893,7436.0,128.7001,6.61,1.062,0.1874,A,13291261,0.113,39.858396,-92.099319,80.57729499999999,Cyg,32.74914755555789
95927,95927,38Mu  Aql,32.9924,4.45,1.858,0.17944,K,16623706,1.176,13.058328999999999,-30.000159999999997,4.237222,Aql,15.732581854464676
95932,95932,7422.0,129.7017,5.89,0.325,0.19477,A,13291261,0.105,39.654736,-91.045967,-83.430766,Sgr,64.56542290346553
95956,95956,NN 4116,25.113,5.71,3.7110000000000003,0.16091,F,16773591,0.475,6.290433,-14.410257000000001,19.581570000000003,Cyg,2.854959816900408
95973,95973,9    Vul,169.4915,5.0,-1.146,0.20948,B,9214460,-0.09300000000000001,63.970652,-146.107351,57.339179,Vul,250.26493257310798
95983,95983,Gl 763,14.4259,9.35,8.554,0.11248,K,16623706,1.39,5.771903,-13.169989999999999,1.152512,Aql,0.03299134337888642
95984,95984,7453.0,86.5052,6.79,2.105,0.17697,A,13291261,0.256,23.160472,-52.84599,64.451858,Cyg,12.531411749414156
95986,95986,7444.0,176.6784,5.34,-0.8959999999999999,0.20698,A,13291261,0.06,52.37276,-119.46756299999998,119.16316,Cyg,198.79250210418815
96000,96000,9    Cyg,171.2329,5.39,-0.778,0.20579999999999998,A,13291261,0.581,59.954636,-136.501476,84.222688,Cyg,178.31997722329183
96026,96026,37    Aql,140.2525,5.12,-0.615,0.20417,G,16702104,1.122,55.595957999999996,-126.170753,-25.704404,Aql,153.4616982799294
96039,96039,Iot Tel,113.6364,4.88,-0.39799999999999996,0.20199999999999999,G,16702104,1.0959999999999999,30.630603000000004,-69.43536800000001,-84.579973,Tel,125.66085200763308
96049,96049,7438.0,39.984,6.37,3.361,0.16441,F,16773591,0.414,16.149396,-36.521083000000004,2.0323919999999998,Aql,3.940941607322858
96054,96054,7432.0,117.3709,6.32,0.972,0.1883,K,16623706,1.124,47.101338,-106.41961699999999,-15.239296,Aql,35.579513055974274
96063,96063,7433.0,102.7749,6.27,1.2109999999999999,0.18591,K,16623706,1.089,40.6729,-91.829421,-21.81201,Sgr,28.549598169004067
96085,96085,11    Cyg,184.8429,6.03,-0.304,0.20106,B,9214460,-0.08,59.972235,-135.008769,111.098207,Cyg,115.23913771994866
96094,96094,7465.0,166.3894,6.47,0.364,0.19438,G,16702104,1.034,43.256793,-97.23347700000001,127.906047,Cyg,62.28737089440288
96104,96104,51    Sgr,90.2527,5.64,0.863,0.18939,A,13291261,0.185,33.354290999999996,-74.890731,-37.740821000000004,Sgr,39.3368880673202
96113,96113,7445.0,153.3742,6.7,0.7709999999999999,0.19030999999999998,A,13291261,0.08199999999999999,61.285642,-137.433642,29.659664000000003,Aql,42.81539943374175
96114,96114,7452.0,204.918,6.33,-0.228,0.2003,B,9214460,-0.059000000000000004,77.06025600000001,-172.79763799999998,78.70194000000001,Vul,107.44841166445543
96125,96125,7449.0,119.0476,6.37,0.991,0.18811,K,16623706,1.045,47.02165,-105.288955,29.587869,Aql,34.96230040027017
96137,96137,7439.0,77.6398,6.13,1.68,0.18122,F,16773591,0.273,30.011857,-67.065198,-25.088399,Sgr,18.535316234148105
96138,96138,13The Cyg,18.3352,4.49,3.174,0.16628,F,16773591,0.395,4.792178,-10.707751,14.090766,Cyg,4.681661397243642
96156,96156,7468.0,40.833,5.17,2.115,0.17687,K,16623706,0.9279999999999999,11.879363,-26.484394,28.719119,Cyg,12.416523075924106
96162,96162,52    Sgr,58.1395,4.59,0.768,0.19033999999999998,B,9214460,-0.075,21.600654000000002,-48.11572,-24.463665,Sgr,42.933866347043036
96165,96165,41Iot Aql,119.9041,4.36,-1.034,0.20836,B,9214460,-0.079,49.101431,-109.356067,-2.692266,Aql,225.73557110214446
96168,96168,Gl 764.1A,27.894,8.38,6.152,0.13649999999999998,K,16623706,1.011,11.240924,-25.02368,-5.056307,Aql,0.30143938842794665
96193,96193,7443.0,121.8027,5.66,0.23199999999999998,0.1957,K,16623706,1.237,47.541059999999995,-105.468805,-38.105921,Sgr,70.33961712162473
96212,96212,4Eps Sge,147.2754,5.67,-0.171,0.19973,G,16702104,1.0070000000000001,58.171704000000005,-128.701424,41.736703999999996,Sge,101.95299775626025
96232,96232,Gl 764.2,30.5623,5.46,3.034,0.16768,F,16773591,0.501,12.230967,-26.971288,-7.549753999999999,Sgr,5.325985748490616
96252,96252,42    Aql,32.1543,5.45,2.9139999999999997,0.16888,F,16773591,0.429,13.263283,-29.174896,-2.6053610000000003,Aql,5.9483977406922115
96268,96268,7477.0,140.2525,6.47,0.735,0.19067,G,16702104,0.99,37.919082,-83.258558,106.30477900000001,Cyg,44.258837236262636
96271,96271,NN 4118,31.9591,7.51,4.987,0.14815,G,16702104,0.7190000000000001,10.999842,-24.140563,17.821917000000003,Cyg,0.8814547044472212
96295,96295,7472.0,168.9189,6.5,0.36200000000000004,0.19440000000000002,K,16623706,1.037,65.677183,-143.622742,59.938515,Vul,62.40221421389766
96301,96301,7434.0,162.6016,6.19,0.134,0.19668,K,16623706,0.973,35.896939,-78.376288,-137.86883400000002,Pav,76.98391619294351
96314,96314,7484.0,40.8831,5.89,2.832,0.1697,F,16773591,0.48200000000000004,9.794607000000001,-21.32284,33.478636,Cyg,6.415049325106628
96350,96350,Gl 765.2,29.7,8.04,5.676,0.14126,K,16623706,0.8809999999999999,2.922088,-6.33078,28.869891,Dra,0.4673045396315098
96377,96377,12Phi Cyg,81.6327,4.68,0.121,0.19681,G,16702104,0.971,29.657090999999998,-64.054037,41.00541,Cyg,77.91121911130922
96386,96386,14    Cyg,200.0,5.41,-1.095,0.20897,B,9214460,-0.063,61.674890000000005,-133.10827,135.934896,Cyg,238.7811282913176
96395,96395,NN 4120,22.2519,10.94,9.203,0.10599,M,16541255,1.48,2.913602,-6.280566,21.147399,Dra,0.018146797793969282
96399,96399,7487.0,126.4223,6.25,0.741,0.19061,K,16623706,0.9309999999999999,36.995416999999996,-79.722018,90.87526700000001,Cyg,44.014928428681536
96414,96414,7461.0,111.7318,6.24,0.9990000000000001,0.18803,A,13291261,0.293,33.132355,-71.29909599999999,-79.389527,Tel,34.705635400798755
96417,96417,7481.0,149.925,6.1,0.221,0.19580999999999998,A,13291261,0.094,52.418018,-112.733377,83.791135,Cyg,71.05587633694735
96422,96422,53    Sgr,98.7167,6.33,1.358,0.18444,A,13291261,0.034,38.217261,-82.12145500000001,-39.248886,Sgr,24.934461880978304
96428,96428,7435.0,103.3058,6.37,1.2990000000000002,0.18503,A,13291261,0.037000000000000005,17.258141000000002,-37.065205,-94.87038299999999,Pav,26.32691674218491
96432,96432,7464.0,85.5432,6.6,1.939,0.17862999999999998,A,13291261,0.247,27.903190000000002,-59.889447,-54.334613,Sgr,14.601584968117864
96450,96450,5Alp Sge,130.3781,4.39,-1.186,0.20987999999999998,G,16702104,0.777,52.446573,-112.348474,40.319114,Sge,259.6569790273785
96453,96453,7473.0,109.8901,5.97,0.765,0.19036999999999998,K,16623706,1.038,42.660108,-91.36057,-43.693713,Sgr,43.05266104917108
96464,96464,7500.0,155.521,6.49,0.531,0.19271000000000002,A,13291261,0.212,32.424509,-69.36072800000001,135.368088,Dra,53.40722340937611
96474,96474,7459.0,116.2791,6.24,0.912,0.18889999999999998,K,16623706,1.001,28.677571,-61.28130600000001,-94.567747,Tel,37.60105236684958
96500,96500,45    Aql,107.9914,5.64,0.473,0.19329000000000002,A,13291261,0.12300000000000001,45.944369,-97.723066,-1.170876,Aql,56.33781508509383
96501,96501,54    Sgr,73.7463,5.3,0.961,0.18841,K,16623706,1.109,30.116865999999998,-64.057413,-20.689668,Sgr,35.94181463147147
96519,96519,7495.0,49.6278,5.06,1.581,0.18221,F,16773591,0.426,14.808936,-31.457624,35.412062,Cyg,20.304860027168036
96530,96530,6Bet Sge,134.7709,4.39,-1.258,0.21059999999999998,G,16702104,1.041,54.860279000000006,-116.256022,40.472581,Sge,277.4597559880416
96575,96575,7455.0,185.5288,6.08,-0.262,0.20064,M,16541255,1.556,32.558889,-68.552593,-169.296358,Pav,110.86641389799559
96588,96588,16    Cyg,21.0793,5.99,4.371,0.15431,G,16702104,0.643,5.75948,-12.100007000000002,16.270979,Cyg,1.5545331940607845
96594,96594,Gl 765.1B,21.2134,6.25,4.617,0.15184999999999998,G,16702104,0.6609999999999999,5.799717,-12.177653,16.372712,Cyg,1.2393672048206803
96600,96600,7499.0,81.5661,6.22,1.662,0.1814,A,13291261,0.182,26.789517,-56.19045799999999,52.706131000000006,Cyg,18.84516741721554
96624,96624,46    Aql,215.5172,6.33,-0.337,0.20138999999999999,B,9214460,-0.077,90.866442,-190.04953,45.519292,Aql,118.79550279416513
96643,96643,55    Sgr,54.3183,5.06,1.385,0.18417,F,16773591,0.319,22.571226,-47.047131,-15.085049,Sgr,24.32204009073816
96648,96648,Wo 9664A,41.7362,7.48,4.377,0.15425,G,16702104,0.711,9.298561999999999,-19.373747,-35.77876,Pav,1.545966219386674
96681,96681,7501.0,85.2515,6.54,1.886,0.17916,F,16773591,0.337,32.235771,-66.96713100000001,41.761687,Cyg,15.332041990349136
96690,96690,NN 4119,27.2257,10.03,7.855,0.11946999999999999,M,16541255,1.347,8.342665,-17.319517,-19.278822,Sgr,0.06280583588133172
96721,96721,7505.0,111.2347,6.08,0.8490000000000001,0.18953,A,13291261,0.003,41.622246999999994,-86.138161,56.753049,Cyg,39.84740097177749
96726,96726,Gl 765.3,44.2087,6.29,3.062,0.1674,G,16702104,0.59,10.195091,-21.080095,37.497671000000004,Cyg,5.190390101970822
96756,96756,Wo 9666,48.9237,5.49,2.042,0.1776,F,16773591,0.46,20.588151,-42.419011,-13.049721,Sgr,13.2800588624373
96760,96760,7491.0,194.9318,6.14,-0.309,0.20111,B,9214460,0.019,67.532489,-139.03604199999998,-118.77140800000001,Sgr,115.7710574115271
96763,96763,7526.0,77.7605,6.28,1.8259999999999998,0.17976,K,16623706,0.887,18.487547,-38.048976,65.246802,Cyg,16.203170427400003
96770,96770,10    Vul,101.7294,5.5,0.46299999999999997,0.19338999999999998,G,16702104,0.9390000000000001,40.057125,-82.388773,44.230886,Vul,56.85910246988552
96774,96774,7514.0,174.8252,5.86,-0.353,0.20155,M,16541255,1.598,57.028839000000005,-117.248796,116.465246,Cyg,120.55910077295343
96811,96811,15    Cyg,88.6525,4.89,0.152,0.19649999999999998,G,16702104,0.948,30.968275,-63.300259,53.789134,Cyg,75.71815097147055
96814,96814,7545.0,132.1004,5.9,0.295,0.19506999999999997,A,13291261,0.07200000000000001,20.49042,-41.869178999999995,123.60271100000001,Dra,66.3743070401909
96844,96844,7523.0,251.2563,6.36,-0.6409999999999999,0.20442999999999997,M,16541255,1.561,84.092114,-170.86510900000002,163.899124,Cyg,157.18098282039188
96858,96858,18Del Cyg,50.5817,2.86,-0.66,0.20462,B,9214460,-0.002,15.779435000000001,-32.006459,35.8481,Cyg,159.95580286146696
96914,96914,Gl 765.4A,21.1238,7.68,6.056,0.13745999999999997,K,16623706,1.0,7.820123,-15.760637,11.690364,Cyg,0.3293062701752084
96921,96921,49Ups Aql,53.6193,5.89,2.2430000000000003,0.17559,A,13291261,0.18,23.644417,-47.597059,7.1036649999999995,Aql,11.035702899640146
96933,96933,7530.0,128.041,6.14,0.603,0.19198999999999997,A,13291261,1.07,46.733117,-93.879874,73.46454399999999,Cyg,49.980431357823925
96951,96951,7507.0,217.8649,5.51,-1.181,0.20983000000000002,B,9214460,0.024,82.536108,-165.505143,-115.15568600000002,Sgr,258.46396357698416
96970,96970,Tarazed,121.0654,2.72,-2.695,0.22497,K,16623706,1.507,53.215607999999996,-106.431852,22.297682000000002,Aql,1042.3174293933046
96981,96981,56    Sgr,63.6537,4.87,0.851,0.18951,K,16623706,1.061,26.81435,-53.569015,-21.52133,Sgr,39.774066910502796
96983,96983,Gl 767A,13.6129,9.74,9.07,0.10732,M,16541255,1.517,5.1680779999999995,-10.320545,7.2171520000000005,Cyg,0.02051162178825564
96986,96986,17    Cyg,21.2314,5.0,3.365,0.16437,F,16773591,0.47600000000000003,7.908325,-15.787970999999999,11.788652,Cyg,3.926449353995997
96998,96998,7535.0,121.5067,6.18,0.757,0.19045,K,16623706,1.172,45.758891,-91.19594599999999,65.97879499999999,Cyg,43.371056350044135
97010,97010,7533.0,59.5593,6.66,2.785,0.17017,A,13291261,0.295,24.197768,-48.185664,25.296915,Vul,6.698846094165263
97017,97017,7563.0,175.1313,6.34,0.12300000000000001,0.19679,F,16773591,0.309,28.905179999999998,-57.506252,162.875585,Dra,77.76783344557053
97056,97056,7Del Sge,182.1494,3.68,-2.622,0.22424,M,16541255,1.3130000000000002,77.993677,-154.087523,57.900217000000005,Sge,974.5407417663063
97067,97067,7543.0,144.9275,5.83,0.024,0.19777999999999998,B,9214460,-0.087,51.320904999999996,-101.309088,90.036332,Cyg,85.1922326428547
97093,97093,7540.0,126.9036,6.0,0.483,0.19319,K,16623706,0.993,51.965542,-102.198572,54.40144599999999,Vul,55.82130689177264
97112,97112,Nu  Tel,49.554,5.33,1.855,0.17947,A,13291261,0.196,12.464005,-24.456716,-41.256586999999996,Tel,15.776112696993485
97115,97115,7532.0,65.4879,6.11,2.029,0.17773,A,13291261,0.193,28.897005,-56.682745,-15.514029999999998,Sgr,13.440022630821627
97124,97124,63Eps Dra,45.3721,3.84,0.556,0.19246,G,16702104,0.888,6.964788,-13.643765,42.707954,Dra,52.191526583544814
97163,97163,52Pi  Aql,157.7287,5.75,-0.24,0.20042,F,16773591,0.546,70.510465,-137.34448899999998,32.297755,Aql,108.64256236170657
97167,97167,7550.0,63.6943,6.66,2.639,0.17163,F,16773591,0.43700000000000006,23.743891,-46.235333000000004,36.816501,Cyg,7.663020722739191
97186,97186,8Zet Sge,78.1861,5.01,0.544,0.19258,A,13291261,0.095,33.813522,-65.66873299999999,25.638056,Sge,52.77156817648117
97189,97189,7541.0,96.432,6.0,1.079,0.18722999999999998,K,16623706,1.2329999999999999,43.374722999999996,-84.18408000000001,-18.186474,Aql,32.24036871918186
97204,97204,7538.0,46.4253,6.04,2.7060000000000004,0.17096,F,16773591,0.40299999999999997,18.659973,-36.155556,-22.357582,Sgr,7.2044362041528425
97224,97224,7498.0,43.63,5.39,2.191,0.17611000000000002,A,13291261,0.23399999999999999,6.027538,-11.650466,-41.611435,Pav,11.577105741152707
97228,97228,7555.0,214.5923,6.12,-0.5379999999999999,0.2034,G,16702104,0.9059999999999999,76.96889499999999,-148.712857,134.201986,Cyg,142.9552140037036
97319,97319,19    Cyg,212.3142,5.18,-1.455,0.21256999999999998,M,16541255,1.665,76.849002,-146.738686,132.812501,Cyg,332.6595532940047
97324,97324,20    Cyg,62.0732,5.03,1.065,0.18737,K,16623706,1.286,17.344957,-33.097349,49.565894,Cyg,32.658783217233584
97335,97335,7531.0,84.9618,5.41,0.764,0.19038,A,13291261,0.08199999999999999,20.217328,-38.530097999999995,-72.974,Pav,43.09233228186263
97338,97338,Altair,5.1295,0.76,2.21,0.17592,A,13291261,0.221,2.355468,-4.4873,0.7907489999999999,Aql,11.376272858234305
97339,97339,51    Aql,27.8707,5.38,3.154,0.16648,F,16773591,0.402,12.72542,-24.243563,-5.2050220000000005,Aql,4.768699981017779
97363,97363,7524.0,57.9039,6.04,2.226,0.17576,F,16773591,0.317,11.137316,-21.163943,-52.733925,Pav,11.20985512875314
97365,97365,54Omi Aql,19.1902,5.12,3.705,0.16097,F,16773591,0.563,8.789994,-16.702189,3.469379,Aql,2.8707805820246897
97368,97368,12    Vul,193.0502,4.9,-1.528,0.2133,B,9214460,-0.153,83.025513,-157.691194,74.219432,Vul,355.795130559743
97376,97376,7559.0,183.8235,6.12,-0.20199999999999999,0.20004000000000002,K,16623706,1.5730000000000002,85.643128,-162.46248899999998,-7.893232000000001,Aql,104.90592077764448
97386,97386,7562.0,89.6057,6.25,1.4880000000000002,0.18314,A,13291261,0.102,41.234677000000005,-78.129572,14.989545999999999,Aql,22.120757764641276
97389,97389,7577.0,62.5,6.22,2.241,0.17561,F,16773591,0.39799999999999996,19.758929000000002,-37.427446999999994,45.989138,Cyg,11.056050150387032
97438,97438,7552.0,92.4214,5.32,0.491,0.19311,A,13291261,-0.045,33.256341,-62.649308,-59.251936,Sgr,55.41151189716867
97456,97456,NN 4126,26.617,6.16,4.034,0.15768000000000001,G,16702104,0.642,12.245128,-23.015855,5.364946,Aql,2.1203131167398497
97472,97472,57    Sgr,115.8749,5.88,0.56,0.19242,K,16623706,0.9790000000000001,51.506557,-96.66608599999999,-37.811122999999995,Sgr,51.999599653351574
97478,97478,7583.0,216.9197,6.13,-0.551,0.20353,K,16623706,1.4340000000000002,82.118211,-153.998151,128.822527,Cyg,144.67716832477228
97505,97505,7548.0,172.4138,5.76,-0.423,0.20224999999999999,G,16702104,0.915,46.700227000000005,-87.252073,-141.182958,Tel,128.58786926343993
97508,97508,7549.0,60.5327,6.5,2.59,0.17212,A,13291261,0.1,16.396827,-30.627431,-49.571045,Tel,8.01678063387679
97538,97538,7571.0,119.0476,6.47,1.091,0.18711,A,13291261,0.149,54.574375,-101.454832,-30.014688,Sgr,31.88599693386385
97559,97559,23    Cyg,194.1748,5.14,-1.301,0.21102999999999997,B,9214460,-0.125,49.465658000000005,-91.781696,163.807921,Cyg,288.6689017948272
97560,97560,7575.0,80.1282,5.63,1.111,0.18691,A,13291261,0.231,37.966144,-70.428115,-4.353426,Aql,31.304011900962376
97575,97575,13    Vul,102.5641,4.57,-0.485,0.20287,B,9214460,-0.047,44.487071,-82.396016,41.846629,Vul,136.14446824659495
97581,97581,7611.0,104.1667,6.06,0.971,0.18831,A,13291261,0.033,24.988,-46.218937,89.9449,Cyg,35.612298094276206
97617,97617,56    Aql,193.7984,5.76,-0.677,0.20479,K,16623706,1.6640000000000001,91.540235,-168.354399,-28.893393,Aql,162.4800335227319
97627,97627,59Xi  Aql,56.2746,4.71,0.958,0.18844,K,16623706,1.023,26.612383,-48.887669,8.280414,Aql,36.04126286491436
